Artist,Sixties,Seventies,Eighties,Nineties,Two_Thousands,Twenty_Tens,Total Hits,Songs,Gender,Genre
tyga,0,0,0,0,0,1,1,rack city,male,African-American_male_rappers
tyler collins,0,0,0,1,0,0,1,girls nite out,female,American_female_singers
tyrese,0,0,0,1,1,0,2,"sweet lady, how you gonna act like that",male,
tyrone davis,1,1,0,0,0,0,2,"can i change my mind, turn back the hands of time",male,American_male_singers
u2,0,0,3,3,1,0,7,"with or without you, i still havent found what im looking for, desire, mysterious ways, one, hold me thrill me kiss me kill me, beautiful day",,
ub40,0,0,1,3,0,0,4,"red red wine, the way you do the things you do, here i am come and take me, cant help falling in love",,
ugly kid joe,0,0,0,2,0,0,2,"everything about you, cats in the cradle",,
uncle kracker,0,0,0,0,2,1,3,"follow me, drift away, smile",male,American_country_singers
uncle sam,0,0,0,1,0,0,1,i dont ever want to see you again,male,American_male_singers
unk,0,0,0,0,2,0,2,"walk it out, 2 step",male,African-American_male_rappers
us3,0,0,0,1,0,0,1,cantaloop flip fantasia,,
usa for africa,0,0,1,0,0,0,1,we are the world,both,
usher,0,0,0,4,8,9,21,"you make me wanna, nice  slow, you make me wanna, my way, u remind me, u got it bad, u dont have to call, yeah, burn, confessions part ii, caught up, love in this club, omg, dj got us fallin in love, hey daddy daddys home, there goes my baby, more, dj got us fallin in love, scream, climax, i dont mind",male,African-American_male_singers
usher and alicia keys,0,0,0,0,2,0,2,"my boo, my boo",both,
van halen,0,1,4,1,0,0,6,"dance the night away, oh pretty woman, jump, why cant this be love, when its love, cant stop lovin you",,
van mccoy  the soul city symphony,0,1,0,0,0,0,1,the hustle,,
van morrison,1,0,0,0,0,0,1,brown eyed girl,,
vance joy,0,0,0,0,0,1,1,riptide,male,Australian_male_singers
vanessa carlton,0,0,0,0,1,0,1,a thousand miles,female,American_female_pop_singers
vanessa williams,0,0,1,3,0,0,4,"dreamin, save the best for last, colors of the wind, the sweetest days",female,African-American_female_singers
vanessa williams and brian mcknight,0,0,0,1,0,0,1,love is,,
vangelis,0,0,1,0,0,0,1,chariots of fire,,
vanilla fudge,1,0,0,0,0,0,1,you keep me hangin on,,
vanilla ice,0,0,0,2,0,0,2,"ice ice baby, play that funky music",male,American_male_rappers
vanity fare,0,1,0,0,0,0,1,hitchin a ride,,
various artists,0,0,0,1,0,0,1,the jock jam,,
vertical horizon,0,0,0,0,1,0,1,everything you want,,
vic dana,1,0,0,0,0,0,1,red roses for a blue lady,male,American_male_singers
vicki lawrence,0,1,0,0,0,0,1,the night the lights went out in georgia,female,American_female_singers
vicki sue robinson,0,1,0,0,0,0,1,turn the beat around,female,American_female_singers
vikki carr,1,0,0,0,0,0,1,it must be him,female,American_female_pop_singers
village people,0,2,0,0,0,0,2,"ymca, in the navy",male,
voices of theory,0,0,0,1,0,0,1,say it,,
wadsworth mansion,0,1,0,0,0,0,1,sweet mary,,
waka flocka flame,0,0,0,0,0,1,1,no hands,male,African-American_male_rappers
wale,0,0,0,0,0,1,1,bad,male,African-American_male_rappers
walk the moon,0,0,0,0,0,1,1,shut up and dance,,
walter egan,0,1,0,0,0,0,1,magnet and steel,male,American_male_singers
walter murphy  the big apple band,0,1,0,0,0,0,1,a fifth of beethoven,male,
wang chung,0,0,2,0,0,0,2,"dance hall days, everybody have fun tonight",male,
war,0,7,0,0,0,0,7,"slippin into darkness, the cisco kid, gypsy man, the world is a ghetto, me and baby brother, why cant we be friends, summer",,
warrant,0,0,1,1,0,0,2,"heaven, i saw red",,
warren g,0,0,0,3,0,0,3,"regulate, this dj, i shot the sheriff",male,African-American_male_rappers
wayne fontana  the mindbenders,1,0,0,0,0,0,1,game of love,,
wayne newton,0,1,0,0,0,0,1,daddy dont you walk so fast,male,American_country_singers
wayne wonder,0,0,0,0,1,0,1,no letting go,,
we five,1,0,0,0,0,0,1,you were on my mind,,
webbie,0,0,0,0,2,0,2,"give me that, independent",male,African-American_male_rappers
weezer,0,0,0,0,1,0,1,beverly hills,,
westlife,0,0,0,0,1,0,1,swear it again,,
wet willie,0,1,0,0,0,0,1,keep on smilin,male,
wham,0,0,5,0,0,0,5,"careless whisper, wake me up before you gogo, everything she wants, freedom, im your man",,
when in rome,0,0,1,0,0,0,1,the promise,,
white lion,0,0,2,0,0,0,2,"wait, when the children cry",,
white plains,0,1,0,0,0,0,1,my baby loves lovin,,
white town,0,0,0,1,0,0,1,your woman,,
whitesnake,0,0,2,0,0,0,2,"here i go again, is this love",,
whitney houston,0,0,9,11,1,0,21,"saving all my love for you, you give good love, how will i know, greatest love of all, i wanna dance with somebody who loves me, didnt we almost have it all, so emotional, where do broken hearts go, one moment in time, all the man that i need, im your baby tonight, i will always love you, i have nothing, im every woman, exhale shoop shoop, count on me, i believe in you and me, heartbreak hotel, its not right but its okay, my love is your love, my love is your love",female,African-American_female_singers
whitney houston and mariah carey,0,0,0,1,0,0,1,when you believe,,
wild cherry,0,1,0,0,0,0,1,play that funky music,,
will smith,0,0,0,3,1,0,4,"gettin jiggy wit it, wild wild west, miami, switch",male,African-American_male_rappers
will to power,0,0,1,1,0,0,2,"baby i love your wayfreebird medley, im not in love",,
willa ford,0,0,0,0,1,0,1,i wanna be bad,female,American_female_pop_singers
william,0,0,0,0,0,2,2,"scream  shout, thatpower",,
william devaughn,0,1,0,0,0,0,1,be thankful for what you got,,
willie mitchell,1,0,0,0,0,0,1,soul serenade,,
willie nelson,0,0,1,0,0,0,1,always on my mind,male,American_male_guitarists
wilson phillips,0,0,0,4,0,0,4,"hold on, release me, youre in love, impulsive",,
wilson pickett,3,1,0,0,0,0,4,"land of 1000 dances, 6345789 soulsville usa, funky broadway, dont knock my love",male,American_male_singers
wing and a prayer fife and drum corps,0,1,0,0,0,0,1,baby face,,
winger,0,0,0,1,0,0,1,miles away,,
wings,0,5,0,0,0,0,5,"listen to what the man said, silly love songs, let em in, with a little luck, goodnight tonight",,
wiz khalifa,0,0,0,0,0,4,4,"black and yellow, roll up, work hard play hard, see you again",male,African-American_male_rappers
wreckxneffect,0,0,0,1,0,0,1,rump shaker,male,
wyclef jean,0,0,0,1,1,0,2,"gone till november, sweetest girl dollar bill",male,Male_guitarists
x ambassadors,0,0,0,0,0,1,1,renegades,male,
xscape,0,0,0,4,0,0,4,"just kickin it, understanding, just kickin it, the arms of the one who loves you",,
yes,0,1,1,0,0,0,2,"roundabout, owner of a lonely heart",male,
yg,0,0,0,0,0,1,1,my hitta,male,African-American_male_rappers
ying yang twins,0,0,0,0,2,0,2,"salt shaker, wait the whisper song",male,African-American_male_rappers
ylvis,0,0,0,0,0,1,1,the fox what does the fox say,male,
young dro,0,0,0,0,1,0,1,shoulder lean,male,African-American_male_rappers
young gunz,0,0,0,0,1,0,1,cant stop wont stop,,
young jeezy,0,0,0,0,4,0,4,"soul survivor, soul survivor, go getta, put on",male,African-American_male_rappers
young mc,0,0,1,0,0,0,1,bust a move,,
young money,0,0,0,0,1,1,2,"every girl, bedrock",,
youngbloodz,0,0,0,0,2,0,2,"damn, damn",male,African-American_male_rappers
yung joc,0,0,0,0,2,0,2,"its goin down, i know you see it",male,African-American_male_rappers
yvonne elliman,0,1,0,0,0,0,1,if i cant have you,female,American_female_singers
zac brown band,0,0,0,0,2,2,4,"chicken fried, whatever it is, knee deep, colder weather",,
zager  evans,1,0,0,0,0,0,1,in the year 2525,,
zedd,0,0,0,0,0,2,2,"clarity, stay the night",,
zhane,0,0,0,2,0,0,2,"hey mr dj, groove thang",female,
zz top,0,0,2,0,0,0,2,"legs, sleeping bag",,
